Date,Fallacy,Label,Subcategory,arg_comp,arg_rel,Context,bio_tags,pos_tags
2000,Tipper and I have worked on the problem of violence in entertainment aimed at children. She's worked on it longer than I have.,AppealtoAuthority,False Authority,Premise,Support,We do have a serious problem in our culture. Tipper and I have worked on the problem of violence in entertainment aimed at children. She's worked on it longer than I have. But I feel very strongly about that.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,VERB,DET,ADJ,NOUN,ADP,PRON,NOUN,PUNCT,NOUN,CCONJ,PRON,AUX,VERB,ADP,DET,NOUN,ADP,NOUN,ADP,NOUN,VERB,ADP,NOUN,PUNCT,PRON,AUX,VERB,ADP,PRON,ADV,SCONJ,PRON,VERB,PUNCT,CCONJ,PRON,VERB,ADV,ADV,ADP,PRON,PUNCT"
1960,"If we didn't have a depletion allowance of certainly, I believe, the present amount, we would have our oil exploration cut substantially in this country.",FalseCause,False cause,Claim,Support,"Because this is the stimulation, the incentive for companies to go out and explore for oil, to develop it. If we didn't have a depletion allowance of certainly, I believe, the present amount, we would have our oil exploration cut substantially in this country. Now, as far as my position then is concerned, it is exactly opposite to the Senator's.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","SCONJ,PRON,AUX,DET,NOUN,PUNCT,DET,NOUN,SCONJ,NOUN,PART,VERB,ADP,CCONJ,VERB,ADP,NOUN,PUNCT,PART,VERB,PRON,PUNCT,SCONJ,PRON,AUX,PART,VERB,DET,NOUN,NOUN,ADP,ADV,PUNCT,PRON,VERB,PUNCT,DET,ADJ,NOUN,PUNCT,PRON,AUX,VERB,PRON,NOUN,NOUN,NOUN,ADV,ADP,DET,NOUN,PUNCT,ADV,PUNCT,ADV,ADV,SCONJ,PRON,NOUN,ADV,AUX,VERB,PUNCT,PRON,AUX,ADV,ADJ,ADP,DET,PROPN,PART,PUNCT"
1960,this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.,AppealtoEmotion,Flag waving,Claim,Attack,"Now there are other places where the executive can lead, but let me just sum up by saying this: why do I talk every time I'm in the South on civil rights? Not because I am preaching to the people of the South because this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us. I do it because it's the responsibility of leadership, I do it because we have to solve this problem together.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","ADV,PRON,VERB,ADJ,NOUN,SCONJ,DET,NOUN,AUX,VERB,PUNCT,CCONJ,VERB,PRON,ADV,VERB,ADP,ADP,VERB,DET,PUNCT,SCONJ,AUX,PRON,VERB,DET,NOUN,PRON,AUX,ADP,DET,PROPN,ADP,ADJ,NOUN,PUNCT,PART,SCONJ,PRON,AUX,VERB,ADP,DET,NOUN,ADP,DET,PROPN,SCONJ,PRON,AUX,PART,ADV,DET,ADJ,NOUN,PUNCT,PRON,AUX,DET,ADJ,NOUN,CCONJ,DET,ADJ,NOUN,PUNCT,PRON,AUX,DET,NOUN,ADP,PRON,ADP,PRON,PUNCT,PRON,VERB,PRON,SCONJ,PRON,AUX,DET,NOUN,ADP,NOUN,PUNCT,PRON,VERB,PRON,SCONJ,PRON,VERB,PART,VERB,DET,NOUN,ADV,PUNCT"
2016,another one of her disasters,AppealtoEmotion,Loaded Language,Claim,,"Or, as I've been saying for a long time, and I think you'll agree, because I said it to you once, had we taken the oil—and we should have taken the oil—ISIS would not have been able to form either, because the oil was their primary source of income. And now they have the oil all over the place, including the oil—a lot of the oil in Libya, which was another one of her disasters. Well, I hope the fact - checkers are turning up the volume and really working hard.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,PUNCT,SCONJ,PRON,AUX,AUX,VERB,ADP,DET,ADJ,NOUN,PUNCT,CCONJ,PRON,VERB,PRON,AUX,VERB,PUNCT,SCONJ,PRON,VERB,PRON,ADP,PRON,ADV,PUNCT,AUX,PRON,VERB,DET,NOUN,PUNCT,CCONJ,PRON,AUX,AUX,VERB,DET,NOUN,PUNCT,PROPN,AUX,PART,AUX,AUX,ADJ,PART,VERB,ADV,PUNCT,SCONJ,DET,NOUN,AUX,PRON,ADJ,NOUN,ADP,NOUN,PUNCT,CCONJ,ADV,PRON,VERB,DET,NOUN,ADV,ADP,DET,NOUN,PUNCT,VERB,DET,NOUN,PUNCT,DET,NOUN,ADP,DET,NOUN,ADP,PROPN,PUNCT,PRON,AUX,DET,NUM,ADP,PRON,NOUN,PUNCT,INTJ,PUNCT,PRON,VERB,DET,NOUN,PUNCT,NOUN,AUX,VERB,ADP,DET,NOUN,CCONJ,ADV,VERB,ADV,PUNCT"
1960,"the most fantastic program, the worst program",AppealtoEmotion,Loaded Language,Premise,Support,"He also indicates as far as his agricultural program is concerned that he feels it will cost less than ours. Well, all that I can suggest is that all the experts who have studied the program indicate that it is the most fantastic program, the worst program, insofar as its effect on the farmers, that the - America has ever had foisted upon it in an election year or any other time. And I would also point out that Senator Kennedy left out a part of the cost of that program - a twenty - five percent rise in food prices that the people would have to pay.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,ADV,VERB,ADV,ADV,SCONJ,PRON,ADJ,NOUN,AUX,VERB,SCONJ,PRON,VERB,PRON,AUX,VERB,ADJ,ADP,NOUN,PUNCT,INTJ,PUNCT,PRON,PRON,PRON,AUX,VERB,AUX,SCONJ,DET,DET,NOUN,PRON,AUX,VERB,DET,NOUN,VERB,SCONJ,PRON,AUX,DET,ADV,ADJ,NOUN,PUNCT,DET,ADJ,NOUN,PUNCT,ADV,ADP,PRON,NOUN,ADP,DET,NOUN,PUNCT,SCONJ,DET,PUNCT,PROPN,AUX,ADV,AUX,VERB,SCONJ,PRON,ADP,DET,NOUN,NOUN,CCONJ,DET,ADJ,NOUN,PUNCT,CCONJ,PRON,AUX,ADV,VERB,ADP,SCONJ,PROPN,PROPN,VERB,ADP,DET,NOUN,ADP,DET,NOUN,ADP,DET,NOUN,PUNCT,DET,NUM,PUNCT,NUM,NOUN,NOUN,ADP,NOUN,NOUN,PRON,DET,NOUN,AUX,VERB,PART,VERB,PUNCT"
1992,"You know, nobody likes who shot John, but I think the first negative campaign run in this election was by Governor Clinton, and I'm not going to sit there and be a punching bag; I'm going to stand up and say, hey, listen, here's my side of it.",AppealtoEmotion,Loaded Language,Premise,Attack,"My record on world affairs is pretty well known because I've been president for 4 years, so I feel I've been talking issues. You know, nobody likes who shot John, but I think the first negative campaign run in this election was by Governor Clinton, and I'm not going to sit there and be a punching bag; I'm going to stand up and say, hey, listen, here's my side of it. But character is an important part of the equation.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,NOUN,ADP,NOUN,NOUN,AUX,ADV,ADV,ADJ,SCONJ,PRON,AUX,AUX,NOUN,ADP,NUM,NOUN,PUNCT,CCONJ,PRON,VERB,PRON,AUX,AUX,VERB,NOUN,PUNCT,PRON,VERB,PUNCT,PRON,VERB,PRON,VERB,PROPN,PUNCT,CCONJ,PRON,VERB,DET,ADJ,ADJ,NOUN,VERB,ADP,DET,NOUN,AUX,ADP,PROPN,PROPN,PUNCT,CCONJ,PRON,AUX,PART,VERB,PART,VERB,ADV,CCONJ,AUX,DET,VERB,NOUN,PUNCT,PRON,AUX,VERB,PART,VERB,ADP,CCONJ,VERB,PUNCT,INTJ,PUNCT,VERB,PUNCT,ADV,AUX,PRON,NOUN,ADP,PRON,PUNCT,CCONJ,NOUN,AUX,DET,ADJ,NOUN,ADP,DET,NOUN,PUNCT"
2004,"And it is one of the things I've learned in the White House, is that there's enormous pressure on the president, and he cannot wilt under that pressure. Otherwise, the world won't be better off.",Slipperyslope,Slippery slope,Claim,,"But what I won't do is change my core values because of politics or because of pressure. And it is one of the things I've learned in the White House, is that there's enormous pressure on the president, and he cannot wilt under that pressure. Otherwise, the world won't be better off. I have no intention of wilting.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,PRON,PRON,AUX,PART,AUX,AUX,VERB,PRON,NOUN,NOUN,SCONJ,ADP,NOUN,CCONJ,SCONJ,ADP,NOUN,PUNCT,CCONJ,PRON,AUX,NUM,ADP,DET,NOUN,PRON,AUX,VERB,ADP,DET,PROPN,PROPN,PUNCT,AUX,SCONJ,PRON,VERB,ADJ,NOUN,ADP,DET,NOUN,PUNCT,CCONJ,PRON,AUX,PART,VERB,ADP,DET,NOUN,PUNCT,ADV,PUNCT,DET,NOUN,AUX,PART,AUX,ADJ,ADP,PUNCT,PRON,VERB,DET,NOUN,ADP,VERB,PUNCT"
2016,It was just take a look at the person that she built up to be this wonderful Girl Scout who was no Girl Scout.,AdHominem,Ad hominem,Premise,,"No, there wasn’t check out a sex tape. It was just take a look at the person that she built up to be this wonderful Girl Scout who was no Girl Scout. By the way, just so you understand, when she said 3 o’clock in the morning, take a look at Benghazi.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","INTJ,PUNCT,PRON,VERB,PART,VERB,ADP,DET,NOUN,NOUN,PUNCT,PRON,AUX,ADV,VERB,DET,NOUN,ADP,DET,NOUN,PRON,PRON,VERB,ADP,PART,AUX,DET,ADJ,PROPN,PROPN,PRON,AUX,DET,PROPN,PROPN,PUNCT,ADP,DET,NOUN,PUNCT,ADV,SCONJ,PRON,VERB,PUNCT,SCONJ,PRON,VERB,NUM,NOUN,ADP,DET,NOUN,PUNCT,VERB,DET,NOUN,ADP,PROPN,PUNCT"
1960,"We have to let them know that we want to help them, not because we're simply trying to save our own skins, not because we're simply trying to fight Communism; but because we care for them, because we stand for freedom, because if there were no Communism in the world, we would still fight poverty and misery and disease and tyranny.",AppealtoEmotion,Flag waving,Premise,Support,"If we are going to have the initiative in the world, we must remember that the people of Africa and Asia and Latin America don't want to be pawns simply in a struggle between two great powers - the Soviet Union and the United States. We have to let them know that we want to help them, not because we're simply trying to save our own skins, not because we're simply trying to fight Communism; but because we care for them, because we stand for freedom, because if there were no Communism in the world, we would still fight poverty and misery and disease and tyranny. If we can get that across to the people of these countries, in this decade of the sixties, the struggle for freedom will be won.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","SCONJ,PRON,AUX,VERB,PART,VERB,DET,NOUN,ADP,DET,NOUN,PUNCT,PRON,AUX,VERB,SCONJ,DET,NOUN,ADP,PROPN,CCONJ,PROPN,CCONJ,PROPN,PROPN,AUX,PART,VERB,PART,AUX,NOUN,ADV,ADP,DET,NOUN,ADP,NUM,ADJ,NOUN,PUNCT,DET,PROPN,PROPN,CCONJ,DET,PROPN,PROPN,PUNCT,PRON,VERB,PART,VERB,PRON,VERB,SCONJ,PRON,VERB,PART,VERB,PRON,PUNCT,PART,SCONJ,PRON,AUX,ADV,VERB,PART,VERB,PRON,ADJ,NOUN,PUNCT,PART,SCONJ,PRON,AUX,ADV,VERB,PART,VERB,PROPN,PUNCT,CCONJ,SCONJ,PRON,VERB,ADP,PRON,PUNCT,SCONJ,PRON,VERB,ADP,NOUN,PUNCT,SCONJ,SCONJ,PRON,VERB,DET,PROPN,ADP,DET,NOUN,PUNCT,PRON,AUX,ADV,VERB,NOUN,CCONJ,NOUN,CCONJ,NOUN,CCONJ,NOUN,PUNCT,SCONJ,PRON,AUX,VERB,PRON,ADP,ADP,DET,NOUN,ADP,DET,NOUN,PUNCT,ADP,DET,NOUN,ADP,DET,NOUN,PUNCT,DET,NOUN,ADP,NOUN,AUX,AUX,VERB,PUNCT"
2000,"I think that one of the problems that we have faced in the world is that we are so much more powerful than any single nation has been in relationship to the rest of the world than at any time in history, that I know about, anyway.",AppealtoEmotion,Loaded Language,Premise,Support,"I agree with that. I think that one of the problems that we have faced in the world is that we are so much more powerful than any single nation has been in relationship to the rest of the world than at any time in history, that I know about, anyway. That there is some resentment of U. S. power.","['O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,ADP,PRON,PUNCT,PRON,VERB,SCONJ,NUM,ADP,DET,NOUN,PRON,PRON,AUX,VERB,ADP,DET,NOUN,AUX,SCONJ,PRON,AUX,ADV,ADV,ADV,ADJ,SCONJ,DET,ADJ,NOUN,AUX,AUX,ADP,NOUN,ADP,DET,NOUN,ADP,DET,NOUN,ADP,ADP,DET,NOUN,ADP,NOUN,PUNCT,SCONJ,PRON,VERB,ADP,PUNCT,ADV,PUNCT,SCONJ,PRON,VERB,DET,NOUN,ADP,PROPN,PROPN,NOUN,PUNCT"
2016,"And we have to be sure that Muslims come in and report when they see something going on. When they see hatred going on, they have to report it.",AppealtoEmotion,Flag waving,Claim,Support,"I mean, whether we like it or not, and we could be very politically correct, but whether we like it or not, there is a problem. And we have to be sure that Muslims come in and report when they see something going on. When they see hatred going on, they have to report it. As an example, in San Bernardino, many people saw the bombs all over the apartment of the two people that killed 14 and wounded many, many people.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,PUNCT,SCONJ,PRON,VERB,PRON,CCONJ,PART,PUNCT,CCONJ,PRON,AUX,AUX,ADV,ADV,ADJ,PUNCT,CCONJ,SCONJ,PRON,VERB,PRON,CCONJ,PART,PUNCT,PRON,VERB,DET,NOUN,PUNCT,CCONJ,PRON,VERB,PART,AUX,ADJ,SCONJ,PROPN,VERB,ADP,CCONJ,VERB,SCONJ,PRON,VERB,PRON,VERB,ADP,PUNCT,SCONJ,PRON,VERB,NOUN,VERB,ADP,PUNCT,PRON,VERB,PART,VERB,PRON,PUNCT,ADP,DET,NOUN,PUNCT,ADP,PROPN,PROPN,PUNCT,ADJ,NOUN,VERB,DET,NOUN,ADV,ADP,DET,NOUN,ADP,DET,NUM,NOUN,PRON,VERB,NUM,CCONJ,VERB,ADJ,PUNCT,ADJ,NOUN,PUNCT"
1996,"They know the Republican Party hasn't done it. They know the Democratic party won't do it. We ought to agree that somebody else should do it. And we have to vote it up or down, Mr. President.",AppealtoAuthority,Appeal to popular opinion,Claim,Support,"Millions and millions of Americans. They know the Republican Party hasn't done it. They know the Democratic party won't do it. We ought to agree that somebody else should do it. And we have to vote it up or down, Mr. President.","['O', 'O', 'O', 'O', 'O', 'B-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority']","NOUN,CCONJ,NOUN,ADP,PROPN,PUNCT,PRON,VERB,DET,PROPN,PROPN,AUX,PART,VERB,PRON,PUNCT,PRON,VERB,DET,ADJ,NOUN,AUX,PART,VERB,PRON,PUNCT,PRON,AUX,PART,VERB,SCONJ,PRON,ADV,AUX,VERB,PRON,PUNCT,CCONJ,PRON,VERB,PART,VERB,PRON,ADP,CCONJ,ADV,PUNCT,PROPN,PROPN,PUNCT"
